603277,2017-09-11
603031,2016-08-22
000949,1999-10-21
002832,2016-12-23
600982,2004-07-06
300517,2016-07-19
603838,2015-07-01
600327,2002-06-25
002168,2007-09-19
300332,2012-06-28
000089,1998-04-20
601008,2007-04-26
000715,1997-05-08
601011,2011-03-09
300450,2015-05-18
300411,2014-12-31
002304,2009-11-06
300126,2010-10-13
002046,2005-05-26
000541,1993-11-23
002236,2008-05-20
600483,2004-05-31
600317,2002-01-31
002455,2010-08-03
002651,2012-01-06
600859,1994-05-06
300616,2017-03-07
000042,1994-09-21
300721,2017-11-15
600798,1997-04-23
600123,1998-12-17
002658,2012-03-09
600896,1996-05-03
600289,2000-07-20
002529,2010-12-24
300167,2011-01-25
000625,1997-06-10
603579,2017-01-11
002029,2004-08-06
002564,2011-03-10
002094,2006-12-15
600576,2003-02-20
002615,2011-09-09
000839,1997-10-31
002902,2017-09-29
000524,1993-11-18
600595,2002-06-26
300535,2016-08-12
600269,2000-05-18
300006,2009-10-30
600515,2002-08-06
600599,2001-08-28
002648,2011-12-28
300425,2015-02-16
300316,2012-05-11
000838,1997-06-26
600710,1996-07-01
600012,2003-01-07
000933,1999-08-31
002632,2011-11-22
002469,2010-09-08
600305,2001-02-06
300268,2011-09-27
002560,2011-03-03
002245,2008-06-05
000532,1994-01-03
603919,2016-03-10
600871,1995-04-11
002900,2017-09-22
600683,1993-10-25
600280,2000-09-26
002633,2011-11-22
603022,2015-05-18
601669,2011-10-18
002021,2004-07-15
002566,2011-03-18
601996,2011-09-29
600418,2001-08-24
600242,2000-12-07
002726,2014-06-26
002173,2007-09-25
000797,1997-07-15
600251,2003-06-09
000822,1998-07-03
600238,2000-01-20
600191,1998-12-10
603990,2016-12-08
002428,2010-06-08
600266,1999-02-03
600169,1998-09-04
300641,2017-04-18
000980,2000-06-16
300548,2016-10-12
603908,2017-03-07
600382,2001-01-18
000062,1997-01-30
300509,2016-04-25
300555,2016-10-18
600089,1997-06-18
601368,2015-06-12
002867,2017-04-27
600588,2001-05-18
002587,2011-06-10
600495,2004-05-26
002160,2007-08-21
600203,1999-05-14
300469,2015-06-11
300611,2017-02-20
300632,2017-04-06
002895,2017-08-25
002536,2011-01-11
300149,2010-12-22
002353,2010-02-05
000635,1996-11-20
600509,2002-02-28
300142,2010-11-12
300040,2010-01-08
600737,1996-07-31
600682,1993-10-18
002898,2017-09-12
300064,2010-03-26
603861,2016-03-22
300396,2014-09-10
603067,2016-09-13
